Word	Bigram	Conc.M	Conc.SD	Unknown	Total	Percent_known	SUBTLEX
affluent	0	1.83	1.1	1	30	0.97	15
affluently	0	1.69	0.79	0	26	1.00	0
afford	0	1.83	1.09	0	30	1.00	2266
affordability	0	1.93	1.03	0	29	1.00	1
affordable	0	2.1	1.14	0	29	1.00	33
affront	0	1.83	1.1	0	29	1.00	30
affronted	0	2.04	0.95	4	28	0.86	2
afghan	0	4.5	0.92	0	28	1.00	29
aficionado	0	2.55	1.18	3	25	0.88	11
aflame	0	3.77	1.34	2	28	0.93	17
afloat	0	3.34	1.42	1	30	0.97	85
aflutter	0	2.54	1.17	1	29	0.97	4
afoot	0	2.48	1.28	1	28	0.96	52
afore	0	1.82	0.85	4	26	0.85	19
aforementioned	0	1.93	1.07	0	27	1.00	24
afraid	0	2.7	1.39	0	30	1.00	12631
afro	0	4.52	0.95	1	30	0.97	57
after	0	2.12	1.2	0	25	1.00	34812
afterbirth	0	4.57	0.92	0	28	1.00	5
afterburner	0	3.65	1.52	0	26	1.00	2
aftercare	0	3.15	1.35	3	30	0.90	5
aftereffect	0	2.5	1.26	2	30	0.93	3
afterglow	0	3.1	1.18	0	29	1.00	16
afterhours	0	3.15	1.61	1	28	0.96	0
afterlife	0	1.9	1.32	0	30	1.00	81
aftermarket	0	3.58	1.45	2	28	0.93	2
aftermath	0	1.97	1.12	0	29	1.00	53
aftermost	0	1.75	0.97	1	29	0.97	0
afternoon	0	3.7	1.49	0	27	1.00	4666
afternoons	0	2.86	1.41	0	28	1.00	101
afterparty	0	3.81	1.36	2	29	0.93	0
aftersale	0	2.71	1.46	4	28	0.86	0
afterschool	0	3.19	1.39	0	27	1.00	5
aftershave	0	4.56	0.89	0	27	1.00	55
aftershock	0	3.68	0.98	0	31	1.00	12
aftertaste	0	2.59	1.5	0	27	1.00	11
afterthought	0	2.04	1.25	0	26	1.00	13
aftertime	0	2.19	1.18	2	29	0.93	0
aftertimes	0	2.2	1.55	4	29	0.86	0
afterward	0	2.25	1.4	1	29	0.97	112
afterwards	0	2.14	1.21	0	28	1.00	714
afterword	0	3.04	1.52	3	27	0.89	0
afterworld	0	1.41	0.89	1	28	0.96	1
again	0	2	1.25	0	28	1.00	40428
against	0	1.8	0.92	0	30	1.00	10288
age	0	2.86	1.53	0	29	1.00	4039
aged	0	3.14	1.36	0	29	1.00	183
agedness	0	3.29	1.21	1	29	0.97	0
ageism	0	1.88	1.21	3	29	0.90	12
ageless	0	2.03	1.12	0	29	1.00	15
agelessness	0	1.48	0.82	2	27	0.93	0
agency	0	3.87	1.23	0	31	1.00	991
agenda	0	2.66	1.32	0	29	1.00	373
agent	0	3.61	1.34	0	28	1.00	5235
aggravate	0	2.26	1.29	0	27	1.00	37
aggravated	0	2.61	1.29	0	28	1.00	64
aggravating	0	1.86	1.04	0	28	1.00	24
aggravatingly	0	1.96	1.06	2	29	0.93	0
aggravation	0	1.53	0.78	0	30	1.00	59
aggravator	0	2.72	1.51	0	29	1.00	0
aggregate	0	2.14	1.35	0	28	1.00	10
aggregately	0	1.69	1.01	3	29	0.90	0
aggregation	0	2.16	1.18	4	29	0.86	2
aggregative	0	2.07	1.39	0	28	1.00	0
aggregator	0	2.3	1.18	4	27	0.85	0
aggression	0	2.68	1.25	0	28	1.00	143
aggressive	0	2.54	1.39	0	26	1.00	405
aggressively	0	2.25	1.14	0	28	1.00	35
aggressiveness	0	2.59	1.19	0	27	1.00	20
aggressor	0	3.29	1.27	0	28	1.00	29
aggrieve	0	1.71	1	4	28	0.86	0
aggrieved	0	2.12	1.33	4	28	0.86	10
aggrievedly	0	1.65	0.83	4	27	0.85	0
aghast	0	1.96	1.26	0	28	1.00	7
agile	0	2.31	1.04	0	29	1.00	20
agility	0	2.38	1.4	0	29	1.00	23
aging	0	2.88	1.39	0	25	1.00	131
agitate	0	2.93	1.3	0	27	1.00	22
agitated	0	2.57	1.37	1	29	0.97	128
agitatedly	0	1.89	1.03	2	30	0.93	0
agitation	0	2.33	1.39	0	27	1.00	25
agitator	0	3.28	1.56	0	29	1.00	11
aglow	0	2.29	1.54	2	30	0.93	24
agnostic	0	2	1.47	0	24	1.00	19
agnostically	0	1.2	0.5	2	27	0.93	0
agnosticism	0	1.71	1.18	1	29	0.97	0
ago	0	1.42	0.88	2	26	0.92	14592
agonistic	0	1.78	0.93	3	30	0.90	0
agonize	0	1.97	1.07	1	31	0.97	5
agonizing	0	2	1.17	0	30	1.00	36
agonizingly	0	1.8	1	1	31	0.97	0
agony	0	2.38	1.47	0	29	1.00	191
agoraphobia	0	1.92	1.26	3	28	0.89	7
agoraphobic	0	2.5	1.37	4	26	0.85	9
agree	0	2.31	1.26	0	26	1.00	3298
agreeability	0	1.75	1	1	29	0.97	0
agreeable	0	2.07	1.27	0	28	1.00	81
agreeableness	0	2.26	1.29	3	30	0.90	0
agreeably	0	2.03	1.05	0	29	1.00	3
agreed	0	1.93	1.14	0	30	1.00	1832
agreeing	0	2.48	1.38	0	29	1.00	106
agreement	0	2.22	1.15	0	27	1.00	892
agricultural	0	3.29	1.24	0	28	1.00	48
agriculturalist	0	4.07	1.15	1	29	0.97	2
agriculturally	0	2.4	1.35	2	27	0.93	0
agriculture	0	3.67	1.44	0	27	1.00	56
agriculturist	0	3.04	1.21	2	27	0.93	0
aground	0	3.22	1.28	1	28	0.96	25
ahead	0	3	1.33	0	27	1.00	10115
ahem	0	2.58	1.45	3	29	0.90	391
ahoy	0	2	1.21	1	28	0.96	189
aid	0	3.1	1.47	0	29	1.00	709
aide	0	3.59	1.21	0	29	1.00	103
aides	0	3.75	1.32	2	30	0.93	32
aidless	0	2.04	1.22	3	29	0.90	0
aids	0	3.44	1.34	0	27	1.00	54
ailing	0	2.81	1.27	0	27	1.00	26
ailment	0	2.93	1.39	0	28	1.00	26
aim	0	3.27	1.23	0	30	1.00	758
aiming	0	3	1.36	0	27	1.00	193
aimless	0	1.57	0.84	0	28	1.00	14
aimlessly	0	1.86	0.79	0	29	1.00	21
aimlessness	0	1.62	0.86	1	30	0.97	0
air	0	4.11	1.22	0	27	1.00	7090
airbag	0	4.81	0.63	1	27	0.96	20
airbase	0	4.29	1.21	1	29	0.97	5
airbed	0	4.56	0.96	1	26	0.96	0
airboat	0	4.82	0.77	2	30	0.93	4
airborne	0	3.45	1.57	0	29	1.00	215
airbrush	0	4.45	0.91	0	29	1.00	9
aircraft	0	4.4	1.12	1	26	0.96	482
aircraftman	0	3.96	1.43	2	27	0.93	0
aircraftsman	0	4	1.2	2	28	0.93	1
aircrew	0	4.04	1.32	0	28	1.00	3
airfare	0	3.93	1.25	0	28	1.00	12
airfield	0	4.7	0.56	2	25	0.92	118
airflow	0	3.59	1.24	0	29	1.00	7
airforce	0	3.81	1.3	1	28	0.96	0
airfreight	0	4.04	1.04	1	29	0.97	0
airhead	0	2.48	1.4	2	29	0.93	27
airiness	0	2.24	1.05	0	25	1.00	1
airing	0	2.61	1.34	0	28	1.00	32
airless	0	3	1.41	0	28	1.00	5
airlift	0	3.62	1.52	0	29	1.00	14
airline	0	4	1.39	0	30	1.00	331
airliner	0	4.45	1.27	0	29	1.00	29
airmail	0	3.66	1.47	0	29	1.00	17
airman	0	4.25	1.08	2	30	0.93	30
airmanship	0	2.5	1.22	3	27	0.89	0
airpark	0	3.88	1.4	2	28	0.93	0
airplane	0	4.96	0.19	0	28	1.00	557
airplay	0	3.19	1.2	3	29	0.90	11
airport	0	4.87	0.43	0	30	1.00	1940
airpower	0	3.23	1.31	2	28	0.93	0
airproof	0	2.57	1.63	0	30	1.00	0
airshaft	0	4.43	1	1	29	0.97	0
airship	0	4.92	0.27	1	27	0.96	30
airshow	0	4.44	1.01	0	27	1.00	0
airsick	0	3.5	1.29	1	29	0.97	16
airsickness	0	3.27	1.31	0	26	1.00	2
airspace	0	3.58	1.33	0	26	1.00	82
airspeed	0	3.04	1.28	0	26	1.00	24
airstream	0	3.93	0.98	1	29	0.97	8
airstrike	0	3.59	1.45	0	29	1.00	7
airstrip	0	4.68	0.56	2	27	0.93	57
airtight	0	3.42	1.53	1	25	0.96	57
airtime	0	2.5	1.2	1	29	0.97	13
airwave	0	3.11	1.48	0	27	1.00	1
airway	0	4.34	0.97	0	29	1.00	83
airworthiness	0	2.07	1.36	2	29	0.93	0
airy	0	2.04	1.2	1	29	0.97	16
aisle	0	4.35	1.06	0	26	1.00	379
ajar	0	3.27	1.26	0	30	1.00	23
akin	0	1.71	0.95	2	26	0.92	14
alabaster	0	3.81	1.41	2	28	0.93	34
alarm	0	4.47	0.78	0	30	1.00	1522
alarmclock	0	4.97	0.18	0	30	1.00	0
alarmed	0	3.14	1.19	0	29	1.00	151
alarming	0	2.07	0.98	0	28	1.00	58
alarmingly	0	2.14	1.11	0	28	1.00	8
alarmist	0	2.62	1.47	3	24	0.88	17
alas	0	1.56	1.15	2	29	0.93	195
albacore	0	3.71	1.63	4	28	0.86	8
albatross	0	4.81	0.79	1	28	0.96	40
albeit	0	1.46	0.9	2	28	0.93	38
albino	0	4.41	1.02	0	29	1.00	59
album	0	4.69	0.68	1	27	0.96	522
alchemic	0	2.73	1.28	3	29	0.90	0
alchemically	0	2.08	1.23	3	29	0.90	1
alchemist	0	4.23	1.07	3	29	0.90	14
alchemy	0	2.1	1.32	1	30	0.97	11
alcohol	0	4.76	0.51	0	29	1.00	845
alcoholic	0	3.37	1.5	0	30	1.00	316
alcoholically	0	2.4	1.41	4	29	0.86	0
alcoholism	0	2.93	1.25	0	29	1.00	43
alcove	0	4.08	1.21	2	26	0.92	24
alderwoman	0	3.92	1.35	4	30	0.87	0
ale	0	4.65	0.63	1	27	0.96	202
alehouse	0	4.4	1.08	2	27	0.93	1
alert	0	2.59	1.55	0	27	1.00	1051
alertly	0	2.07	1.28	0	29	1.00	2
alertness	0	2.15	1.23	0	27	1.00	4
alfalfa	0	4.69	0.74	2	28	0.93	33
algae	0	4.93	0.27	0	27	1.00	22
algebra	0	3.14	1.35	0	28	1.00	90
algebraic	0	2.62	1.5	0	29	1.00	3
algebraically	0	2.29	1.33	0	28	1.00	0
algorithm	0	3.07	1.63	0	28	1.00	27
alias	0	2.86	1.79	0	29	1.00	208
alibi	0	2.57	1.43	0	28	1.00	426
alien	0	3.52	1.45	0	27	1.00	889
alienability	0	1.84	0.83	3	22	0.86	0
alienable	0	1.82	1.02	0	28	1.00	0
alienate	0	1.83	1.2	0	29	1.00	29
alienation	0	1.73	0.92	0	26	1.00	22
alienator	0	2.08	1.2	3	29	0.90	0
aliens	0	3.86	1.3	0	28	1.00	491
alight	0	2.96	1.49	3	28	0.89	21
align	0	2.79	1.4	0	28	1.00	34
alignment	0	3.26	1.37	0	31	1.00	67
alike	0	2.38	1.35	0	29	1.00	579
alikeness	0	2.23	1.31	1	27	0.96	0
alimony	0	3.08	1.5	0	25	1.00	132
alive	0	3.14	1.58	0	28	1.00	7878
aliveness	0	2.36	1.19	4	29	0.86	0
alkaline	0	3.48	1.55	0	29	1.00	16
alkalinity	0	2.84	1.57	2	27	0.93	0
alkalinize	0	2.4	1.44	4	29	0.86	1
alkalization	0	2.36	1.47	3	28	0.89	0
alkalize	0	2.85	1.32	2	28	0.93	1
alkaloid	0	3.38	1.42	3	29	0.90	8
all	0	2.27	1.6	0	30	1.00	263255
allegation	0	1.79	1.03	0	28	1.00	27
allege	0	1.76	0.88	2	27	0.93	11
allegeable	0	1.92	0.95	4	29	0.86	0
alleged	0	1.82	1.16	0	28	1.00	203
allegedly	0	1.64	0.99	0	25	1.00	113
allegiance	0	1.77	1.01	0	30	1.00	159
allegoric	0	1.72	1.14	3	28	0.89	0
allegorical	0	1.52	0.7	3	30	0.90	8
allegorically	0	1.37	0.88	0	27	1.00	0
allegorist	0	2.3	1.51	3	30	0.90	0
allegory	0	2.07	1.41	2	29	0.93	12
allergen	0	3.93	1.13	0	29	1.00	3
allergenic	0	2.43	1.19	2	32	0.94	0
allergic	0	2.55	1.38	0	29	1.00	413
allergist	0	4	1.17	3	29	0.90	2
allergy	0	3.68	1.12	0	28	1.00	86
alleviate	0	2.48	1.4	0	29	1.00	23
alleviation	0	2.15	1.16	3	29	0.90	0
alleviative	0	2.04	1.14	1	29	0.97	0
alleviator	0	2.69	1.32	2	28	0.93	0
alley	0	4.82	0.48	0	28	1.00	831
alleyway	0	4.3	1.15	0	23	1.00	40
alliance	0	2.5	1.33	0	30	1.00	465
allied	0	2.38	1.12	0	29	1.00	147
allies	0	3.48	1.25	0	27	1.00	260
alligator	0	4.96	0.19	0	28	1.00	178
alliterate	0	2.44	1.16	3	28	0.89	0
alliteration	0	2.25	1.45	3	27	0.89	9
allocable	0	1.79	0.88	4	28	0.86	0
allocate	0	2.38	1.31	1	25	0.96	8
allocation	0	2.32	1.39	0	28	1.00	10
allocator	0	2.78	1.31	1	28	0.96	0
allotment	0	2.88	1.45	0	26	1.00	19
allow	0	2.41	1.21	0	29	1.00	2263
allowable	0	2.17	1.26	0	30	1.00	5
allowableness	0	1.75	1.11	3	27	0.89	0
allowably	0	1.92	0.78	2	26	0.92	0
allowance	0	3.07	1.52	0	27	1.00	265
alloy	0	4.29	0.98	1	29	0.97	52
allspice	0	4.54	0.71	2	28	0.93	3
allude	0	1.81	1.14	0	27	1.00	10
allure	0	1.92	1.29	1	26	0.96	30
allurer	0	2.23	1.27	3	29	0.90	0
alluring	0	2.07	1.19	0	29	1.00	21
alluringly	0	1.86	0.99	1	30	0.97	0
allusion	0	1.58	1.17	2	28	0.93	6
allusively	0	1.7	0.95	2	29	0.93	0
allusiveness	0	1.85	1.17	0	27	1.00	0
ally	0	2.61	1.37	2	30	0.93	1666
almanac	0	4.44	1.31	0	27	1.00	43
almightily	0	1.82	1.12	1	29	0.97	0
almightiness	0	1.34	0.83	0	32	1.00	2
almighty	0	1.9	1.04	0	31	1.00	446
almond	0	4.71	0.9	1	29	0.97	56
almost	0	1.66	1.11	0	29	1.00	9857
aloe	0	4.83	0.76	1	30	0.97	15
aloft	0	2.64	1.37	0	28	1.00	37
aloha	0	2.59	1.64	0	29	1.00	149
alone	0	2.86	1.6	0	28	1.00	15735
aloneness	0	1.75	1.03	2	26	0.92	1
along	0	2.14	1.11	1	29	0.97	9330
alongside	0	2.82	1.39	0	28	1.00	192
aloof	0	1.46	0.64	0	28	1.00	33
aloofly	0	1.82	0.8	2	24	0.92	0
aloofness	0	2.17	1.2	3	27	0.89	0
aloud	0	3.1	1.24	0	30	1.00	94
alpaca	0	4.81	0.57	4	30	0.87	10
alpha	0	1.81	1.06	1	27	0.96	414
alphabet	0	4.31	1.31	0	29	1.00	127
alphabetic	0	3.04	1.51	0	27	1.00	0
alphabetical	0	3.07	1.54	0	28	1.00	44
alphabetically	0	3.74	1.43	0	27	1.00	30
alphabetization	0	2.31	1.28	0	29	1.00	0
alphabetize	0	3.13	1.33	0	30	1.00	5
alphanumeric	0	2.96	1.54	1	27	0.96	5
alphanumerical	0	3.32	1.47	0	28	1.00	0
alpine	0	3.7	1.13	2	22	0.91	65
already	0	1.64	1.08	0	25	1.00	16246
alright	0	1.93	1.18	1	29	0.97	4044
also	0	1.83	1.17	2	26	0.92	10528
altar	0	4.85	0.61	0	26	1.00	259
altarpiece	0	4.54	0.96	2	30	0.93	2
alter	0	3.07	1.44	0	30	1.00	244
alterability	0	1.88	1.14	2	28	0.93	0
alterable	0	2.27	1.23	0	30	1.00	0
alteration	0	3.21	1.32	0	29	1.00	36
altercation	0	3.21	1.32	0	29	1.00	37
alternate	0	2.43	1.23	0	28	1.00	180
alternately	0	2.03	1.15	0	29	1.00	4
alternating	0	2.48	1.23	0	25	1.00	21
alternation	0	3	1.39	0	29	1.00	2
alternative	0	2.46	1.5	1	27	0.96	476
alternatively	0	1.92	1.23	1	27	0.96	5
alternativeness	0	1.85	0.83	3	29	0.90	0
alternator	0	4.27	1.04	1	27	0.96	18
although	0	1.07	0.27	0	27	1.00	2143
altitude	0	2.96	1.57	0	28	1.00	198
alto	0	3.37	1.01	2	29	0.93	69
altogether	0	2.36	1.19	0	25	1.00	327
altruism	0	1.5	1.19	3	25	0.88	11
altruistic	0	1.96	1.37	0	27	1.00	18
altruistically	0	1.45	0.74	4	26	0.85	1
alum	0	3.96	1.37	3	27	0.89	7
aluminize	0	2.52	1.34	4	27	0.85	0
aluminum	0	4.88	0.33	0	26	1.00	115
alumni	0	3.19	1.55	0	27	1.00	89
always	0	1.71	0.9	0	28	1.00	33418
alzheimer	0	2.53	1.57	0	30	1.00	85
am	0	1.96	1.24	1	26	0.96	56438
amaretto	0	4.6	0.91	2	27	0.93	22
amass	0	2.28	1.34	4	29	0.86	3
amateur	0	2.31	1.35	0	26	1.00	334
amateurish	0	1.93	1.05	0	28	1.00	19
amateurishly	0	1.88	1.18	1	27	0.96	0
amateurishness	0	1.8	1.22	1	26	0.96	0
amateurism	0	1.67	1.04	0	27	1.00	1
amaze	0	2	1.22	0	28	1.00	82
amazed	0	1.52	0.94	0	27	1.00	261
amazedly	0	1.44	0.92	2	27	0.93	0
amazedness	0	1.62	0.8	3	29	0.90	0
amazement	0	1.89	1.01	0	27	1.00	36
amazing	0	1.55	0.83	0	29	1.00	4167
amazingly	0	1.58	0.76	0	26	1.00	91
ambassador	0	4.28	1.1	0	29	1.00	689
ambassadorial	0	1.77	0.92	3	25	0.88	2
ambassadorship	0	2.68	1.35	2	27	0.93	3
amber	0	4.35	1.13	1	27	0.96	473
ambiance	0	2.31	1.42	0	29	1.00	8
ambidexterity	0	3.23	1.43	0	30	1.00	0
ambidexterous	0	3.31	1.37	1	30	0.97	0
ambidextrous	0	3.63	1.47	0	27	1.00	12
ambidextrously	0	3.14	1.6	1	29	0.97	0
ambidextrousness	0	2.93	1.52	1	28	0.96	0
ambience	0	1.72	1.03	0	29	1.00	37
ambient	0	2.04	1.2	0	24	1.00	26
ambiguity	0	1.3	0.82	0	27	1.00	14
ambiguous	0	1.48	0.78	1	30	0.97	37
ambiguously	0	1.56	1.12	0	27	1.00	0
ambiguousness	0	1.54	0.95	0	26	1.00	0
ambition	0	1.74	0.98	0	27	1.00	273
ambitionless	0	2.04	1.28	1	27	0.96	0
ambitious	0	1.81	1.21	0	27	1.00	243
ambitiously	0	1.78	1.15	0	27	1.00	1
ambitiousness	0	1.78	1.09	2	29	0.93	0
ambivalence	0	1.7	0.82	2	29	0.93	12
ambivalent	0	1.21	0.57	1	29	0.97	12
amble	0	3.17	1.31	3	27	0.89	5
ambling	0	2.44	1.36	3	28	0.89	1
ambulance	0	4.81	0.8	0	26	1.00	1143
ambulatory	0	2.92	1.47	1	27	0.96	12
ambush	0	3.16	1.4	0	25	1.00	277
ambusher	0	2.96	1.27	4	28	0.86	0
amen	0	1.78	1.15	1	28	0.96	1325
amenable	0	1.86	1.13	2	24	0.92	9
amend	0	2.32	1.22	0	28	1.00	38
amendable	0	1.85	1.08	0	26	1.00	0
amendatory	0	1.6	1	4	29	0.86	0
amendment	0	2.44	1.39	0	25	1.00	209
amends	0	1.92	1.09	0	26	1.00	94
amenity	0	2.86	1.36	1	30	0.97	0
americanize	0	1.79	1.1	1	25	0.96	1
amethyst	0	4.09	1.44	2	24	0.92	6
amiable	0	2.39	1.29	0	28	1.00	30
amicability	0	1.48	0.7	3	30	0.90	0
amicable	0	1.74	0.76	2	29	0.93	13
amicableness	0	1.58	0.96	1	32	0.97	0
amicably	0	2.11	1.05	1	28	0.96	10
amid	0	2.27	1.08	1	27	0.96	45
amidst	0	2.15	1.17	1	28	0.96	35
amigo	0	3.28	1.39	1	30	0.97	259
amino	0	2.74	1.71	3	26	0.88	31
amiss	0	1.53	0.73	0	30	1.00	38
ammo	0	4.85	0.37	2	28	0.93	274
ammonia	0	4.44	1.12	0	25	1.00	76
ammonium	0	4.04	1.45	1	29	0.97	26
ammunition	0	4.88	0.33	0	26	1.00	300
amnesia	0	3.61	1.37	0	28	1.00	189
amnesiac	0	2.89	1.28	2	29	0.93	2
amnesty	0	2.18	1.12	1	29	0.97	68
amoeba	0	3.77	1.14	0	26	1.00	16
amoebic	0	2.84	1.49	4	29	0.86	3
amok	0	2	1.26	3	24	0.88	26
among	0	2.38	1.45	1	30	0.97	1729
amongst	0	2.81	1.42	1	28	0.96	364
amoral	0	1.46	0.84	2	30	0.93	10
amorality	0	1.64	0.91	2	30	0.93	2
amorously	0	1.82	0.98	3	31	0.90	0
amorousness	0	1.92	0.81	3	28	0.89	0
amorphous	0	2.15	1.17	2	29	0.93	7
amorphously	0	1.96	1.19	4	27	0.85	0
amount	0	2.74	1.29	0	31	1.00	1262
amp	0	3.59	1.45	1	28	0.96	93
amperage	0	3.08	1.55	2	27	0.93	5
amphetamine	0	4.18	1.25	0	28	1.00	15
amphibian	0	3.77	1.38	0	30	1.00	20
amphibious	0	3.64	1.31	1	29	0.97	30
amphibiously	0	2.65	1.38	3	29	0.90	0
amphitheater	0	4.36	1.13	1	29	0.97	5
ample	0	2.5	0.96	0	22	1.00	93
ampleness	0	2	1.15	2	30	0.93	0
amplification	0	2.93	1.34	0	30	1.00	8
amplifier	0	4.79	0.62	0	29	1.00	16
amplify	0	2.96	1.13	0	27	1.00	19
amplitude	0	2.92	1.29	4	30	0.87	6
amply	0	2	1.27	1	28	0.96	18
amputate	0	3.9	1.23	0	29	1.00	44
amputation	0	3.76	1.12	1	30	0.97	43
amputee	0	4.79	0.42	0	28	1.00	10
amuck	0	1.68	0.75	0	25	1.00	26
amulet	0	4	1.39	1	28	0.96	118
amusable	0	2.14	1.36	1	30	0.97	0
amuse	0	2.57	1.23	0	28	1.00	133
amused	0	1.96	1.32	0	27	1.00	128
amusedly	0	2	0.94	1	29	0.97	1
amusement	0	2.07	1.21	0	27	1.00	191
amuser	0	3.52	1.34	0	27	1.00	0
amusing	0	2.14	1.46	0	28	1.00	469
amusingly	0	2	1.13	0	29	1.00	4
an	0	1.46	0.86	1	27	0.96	95071
anaconda	0	4.93	0.26	1	29	0.97	24
anaerobic	0	2.64	1.37	1	29	0.97	4
anaesthetize	0	2.69	1.49	2	28	0.93	1
anagram	0	3.63	1.55	0	27	1.00	26
anagrams	0	3.17	1.49	4	28	0.86	12
anal	0	3.3	1.56	0	27	1.00	138
analgesic	0	3.57	1.59	4	27	0.85	5
anally	0	2.92	1.57	4	30	0.87	5
analog	0	2.67	1.49	0	30	1.00	12
analogical	0	1.82	1.18	4	26	0.85	0
analogous	0	1.58	0.95	3	29	0.90	4
analogue	0	3.08	1.66	0	25	1.00	5
analogy	0	1.61	0.88	0	28	1.00	58
analyses	0	2.04	1.43	0	27	1.00	7
analysis	0	2.56	1.45	0	27	1.00	563
analyst	0	4.23	1.19	0	30	1.00	177
analytic	0	1.8	1	0	30	1.00	4
analytical	0	1.86	1.21	0	28	1.00	30
analytically	0	1.82	1.25	0	28	1.00	0
analytics	0	2.43	1.35	0	28	1.00	0
analyzability	0	1.93	1.22	0	29	1.00	0
analyzable	0	1.88	1.17	1	26	0.96	1
analyze	0	2.3	1.49	1	28	0.96	165
analyzer	0	2.56	1.48	1	28	0.96	26
anamorphic	0	2.34	1.34	1	30	0.97	0
anaphylactic	0	3	1.41	4	27	0.85	27
anarchic	0	1.75	0.89	1	29	0.97	2
anarchical	0	1.76	1.16	4	29	0.86	0
anarchism	0	1.92	1.18	1	25	0.96	2
anarchist	0	2.83	1.44	0	29	1.00	29
anarchistic	0	1.88	1.01	0	25	1.00	1
anarchy	0	2.12	1.31	0	26	1.00	103
anatomic	0	2.44	1.25	2	29	0.93	4
anatomical	0	3.07	1.33	0	29	1.00	16
anatomically	0	3	1.44	0	27	1.00	16
anatomist	0	3.59	1.37	1	28	0.96	3
anatomization	0	2.38	1.38	4	28	0.86	0
anatomy	0	3.59	1.34	0	27	1.00	163
ancestor	0	3.24	1.2	0	25	1.00	86
ancestors	0	3.36	1.38	0	25	1.00	279
ancestral	0	1.96	1.07	0	28	1.00	29
ancestrally	0	2.33	1.31	1	25	0.96	2
ancestry	0	2.83	1.56	0	30	1.00	24
anchor	0	4.77	0.77	0	30	1.00	378
anchorage	0	3.48	1.61	1	26	0.96	36
anchored	0	3.72	1.31	0	29	1.00	36
anchorless	0	3.29	1.19	1	22	0.95	0
anchorman	0	4.72	0.8	0	29	1.00	18
anchorwoman	0	4.66	0.72	1	30	0.97	14
anchovy	0	4.96	0.19	1	29	0.97	7
ancient	0	2.04	1.04	0	28	1.00	1105
anciently	0	2.4	1.32	2	27	0.93	1
and	0	1.52	1.09	0	29	1.00	682780
androgyny	0	2.58	1.41	3	27	0.89	1
android	0	4.22	1.15	0	27	1.00	45
anecdotal	0	2	1.29	0	30	1.00	19
anecdote	0	2.64	1.42	0	28	1.00	55
anecdotic	0	2.19	1.33	4	30	0.87	0
anemia	0	3.25	1.21	1	29	0.97	35
anemic	0	2.74	1.35	1	28	0.96	32
anemone	0	4.24	1.45	3	28	0.89	13
anesthesia	0	3.41	1.7	0	29	1.00	101
anesthesiologist	0	4.27	1.14	0	30	1.00	27
anesthesiology	0	3.59	1.26	2	24	0.92	9
anesthetic	0	3.93	1.15	2	30	0.93	68
anesthetist	0	3.32	1.44	3	28	0.89	6
anesthetization	0	2.81	1.17	1	27	0.96	0
anesthetize	0	3.48	1.45	1	30	0.97	14
aneurism	0	3.56	1.47	2	27	0.93	6
aneurysm	0	3.79	1.45	1	30	0.97	101
anew	0	1.72	0.94	1	26	0.96	44
angel	0	3.82	1.49	0	28	1.00	3992
angelfish	0	5	0	0	27	1.00	5
angelic	0	2.22	1.31	0	27	1.00	29
angelical	0	2.65	1.2	2	28	0.93	1
angelically	0	2.23	1.1	0	30	1.00	3
anger	0	2.41	1.32	0	29	1.00	991
angers	0	2.27	1.22	1	27	0.96	19
angioplasty	0	3.52	1.35	1	30	0.97	16
angle	0	3.5	1.43	0	30	1.00	761
angled	0	3.34	1.14	0	29	1.00	12
angler	0	4.14	1.3	1	29	0.97	19
angles	0	3.59	1.34	0	27	1.00	164
angleworm	0	4.48	1	4	29	0.86	1
angling	0	2.74	1.38	1	28	0.96	22
angrily	0	2.52	1.45	0	27	1.00	20
angriness	0	2.43	1.29	0	28	1.00	0
angry	0	2.53	1.63	0	30	1.00	3008
angst	0	1.96	1.09	2	29	0.93	47
anguish	0	2.38	1.27	1	27	0.96	110
anguished	0	2.28	1	0	29	1.00	13
angular	0	3.07	1.46	1	30	0.97	7
angus	0	4.19	1.33	3	30	0.90	208
animal	0	4.61	0.8	0	31	1.00	2320
animalistic	0	2.39	1.2	0	28	1.00	5
animalize	0	2.33	1.2	4	28	0.86	0
animate	0	3.04	1.58	0	27	1.00	3
animated	0	2.96	1.35	0	28	1.00	61
animatedly	0	2.19	1.02	3	29	0.90	0
animating	0	3.08	1.47	0	26	1.00	4
animation	0	3.41	1.42	0	27	1.00	62
animator	0	4	1	0	29	1.00	2
anime	0	3.62	1.42	1	30	0.97	6
animosity	0	2.11	0.99	1	29	0.97	31
ankle	0	4.81	0.79	0	27	1.00	409
anklebone	0	4.92	0.27	1	27	0.96	1
anklet	0	4.75	0.7	0	28	1.00	21
annex	0	4	1.24	2	29	0.93	43
annexation	0	2.32	1.31	4	29	0.86	7
annihilate	0	2.75	1.48	1	25	0.96	36
annihilation	0	2.69	1.32	1	27	0.96	41
annihilative	0	1.96	1.02	4	27	0.85	0
annihilator	0	2.85	1.35	3	29	0.90	0
anniversary	0	3.15	1.54	0	27	1.00	939
annotate	0	3	1.36	1	30	0.97	3
annotation	0	3.06	1.37	0	32	1.00	0
annotative	0	1.92	1.16	4	30	0.87	0
annotator	0	3.52	1.23	4	29	0.86	0
announce	0	3.31	1.37	0	29	1.00	498
announcement	0	2.79	1.52	1	29	0.97	525
announcer	0	4.52	0.8	0	27	1.00	574
